Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,1st phase - general contingent,2,Basic Education,Daytime,Secondary education,134.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Unskilled,Machine Operator,122.5,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,14.0,0,0,6,6,6,15.0,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,5,Tourism,Daytime,Secondary education,128.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Construction/Craft,Armed Forces,116.5,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,13.428571428571429,0,0,6,6,6,12.666666666666666,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,5,Communication Design,Daytime,Secondary education,133.0,Portuguese,Higher Education - Master's,Secondary Education - 12th Year,Administrative,Administrative,132.0,Yes,Yes,No,Yes,Female,Yes,17,No,0,6,6,6,13.0,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,Graduate
Single,3rd phase - general contingent,4,Basic Education,Daytime,Secondary education,123.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Administrative,Armed Forces,123.7,Yes,No,No,Yes,Female,No,19,No,0,6,8,5,12.666666666666666,0,0,6,8,5,11.0,0,15.5,2.8,-4.06,Enrolled
Single,2nd phase - general contingent,6,Management,Daytime,Secondary education,118.0,Portuguese,Basic Education 1st Cycle,Secondary Education - 12th Year,Unskilled,Construction/Craft,117.0,Yes,No,No,No,Male,No,23,No,0,5,9,3,10.0,1,0,5,9,3,12.333333333333334,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,113.0,Portuguese,Secondary Education - 12th Year,Basic Education 1st Cycle,Executive/Director,Armed Forces,116.5,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,12.833333333333334,0,0,6,10,6,11.77777777777778,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,135.0,Portuguese,Basic Education 3rd Cycle,Higher Education - Degree,Unskilled,Administrative,121.5,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,12.916666666666666,0,0,7,7,6,12.916666666666666,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Service/Security/Sales,Unskilled,105.0,Yes,No,No,Yes,Female,No,20,No,0,6,9,6,13.285714285714286,0,0,6,8,5,13.8,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,3,Veterinary Nursing,Daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Unskilled,Unskilled,121.3,Yes,No,No,Yes,Female,Yes,19,No,0,5,6,5,14.6,0,0,5,5,5,13.8,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,135.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Technician/Professional,Unskilled,136.1,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,14.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,2,Social Service,Daytime,Secondary education,133.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Administrative,123.6,No,No,No,Yes,Female,Yes,19,No,0,6,7,6,14.142857142857142,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,4,Social Service,Daytime,Secondary education,123.0,Portuguese,Basic Education 2nd Cycle,Secondary Education - 12th Year,Administrative,Armed Forces,129.0,Yes,No,No,Yes,Female,No,19,No,0,6,8,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,10.8,1.4,1.74,Graduate
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,145.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Administrative,Machine Operator,136.8,Yes,No,No,Yes,Female,No,18,No,0,8,9,8,14.3775,1,0,8,9,8,14.3775,1,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,2,Nursing,Daytime,Secondary education,146.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Technician/Professional,Agriculture/Fishery,133.4,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,12.5,0,0,8,9,7,13.042857142857144,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,144.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Construction/Craft,Construction/Craft,136.0,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,144.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,125.8,No,No,No,Yes,Female,Yes,19,No,0,8,12,7,12.471428571428572,0,0,8,12,7,12.471428571428572,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,131.0,Portuguese,Higher Education - Master's,Higher Education - Master's,Intellectual/Scientific,Executive/Director,120.5,No,No,No,Yes,Female,No,19,No,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,141.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Machine Operator,130.2,Yes,No,No,Yes,Female,No,21,No,0,7,11,7,14.072222222222225,0,0,8,8,8,14.0475,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,138.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Technician/Professional,135.9,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,14.857142857142858,0,0,6,6,6,14.666666666666666,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,127.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,116.5,No,No,No,Yes,Female,Yes,19,No,0,6,7,6,14.285714285714286,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,4,Journalism and Communication,Daytime,Secondary education,124.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Blank,Other,124.0,No,No,No,No,Female,No,18,No,0,4,4,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,Holders of other higher courses,1,Social Service (evening attendance),Evening,Higher education - degree,140.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Administrative,140.0,No,No,No,Yes,Female,No,30,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,1,Equinculture,Daytime,Secondary education,157.0,Portuguese,Higher Education - Degree,Higher Education - Bachelor's,Technician/Professional,Agriculture/Fishery,150.9,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,15.0,0,0,6,8,5,15.166666666666666,0,13.9,-0.3,0.79,Dropout
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,129.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Administrative,Machine Operator,127.3,Yes,No,No,Yes,Female,Yes,20,No,0,7,7,6,12.633333333333333,0,0,7,7,6,12.633333333333333,0,7.6,2.6,0.32,Graduate
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Basic education 3rd cycle,133.1,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Construction/Craft,100.0,No,No,Yes,No,Female,No,25,No,0,5,5,5,11.2,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,142.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Service/Security/Sales,Construction/Craft,128.8,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,14.233333333333334,0,0,7,7,6,14.233333333333334,0,7.6,2.6,0.32,Graduate
Facto Union,1st phase - general contingent,3,Veterinary Nursing,Daytime,Secondary education,133.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Administrative,Construction/Craft,119.7,Yes,No,No,Yes,Female,No,21,No,0,5,13,5,12.2,2,0,5,10,3,11.333333333333334,1,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,156.0,Portuguese,Higher Education - Doctorate,Higher Education - Master's,Intellectual/Scientific,Executive/Director,140.8,No,No,No,Yes,Female,No,18,No,0,8,8,7,15.7,0,0,8,8,7,15.7,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,151.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,138.0,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,15.2,0,0,7,7,6,15.2,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,135.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual/Scientific,Intellectual/Scientific,132.9,Yes,No,No,No,Female,No,29,No,0,6,9,6,16.333333333333332,0,0,6,8,5,15.6,0,12.7,3.7,-1.7,Dropout
Single,Change of course,1,Equinculture,Daytime,Secondary education,140.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual/Scientific,Intellectual/Scientific,140.0,No,No,No,Yes,Female,No,20,No,10,17,29,14,12.5625,4,7,12,24,12,12.857142857142858,1,15.5,2.8,-4.06,Graduate
Single,Holders of other higher courses,1,Nursing,Daytime,Higher education - degree,140.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Administrative,Administrative,140.0,No,No,No,Yes,Female,No,26,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase - general contingent,2,Social Service,Daytime,Secondary education,100.0,Portuguese,Basic Education 2nd Cycle,Secondary Education - 12th Year,Construction/Craft,Construction/Craft,99.3,Yes,No,No,Yes,Female,No,21,No,0,6,8,5,12.4,0,0,6,6,6,12.0,0,12.4,0.5,1.79,Graduate
Single,3rd phase - general contingent,1,Nursing,Daytime,Secondary education,126.0,Portuguese,Basic Education 1st Cycle,Basic Education 3rd Cycle,Service/Security/Sales,Service/Security/Sales,119.3,No,No,No,Yes,Female,Yes,19,No,0,8,9,8,13.78125,1,0,8,9,8,13.78125,1,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,123.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Service/Security/Sales,Service/Security/Sales,113.2,Yes,No,Yes,Yes,Female,No,19,No,0,6,10,6,12.166666666666666,0,0,6,8,5,11.666666666666666,0,16.2,0.3,-0.92,Dropout
Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Service/Security/Sales,117.0,No,No,No,Yes,Female,No,21,No,0,6,8,5,11.8,0,0,6,8,5,11.833333333333334,0,15.5,2.8,-4.06,Enrolled
Single,3rd phase - general contingent,1,Social Service (evening attendance),Evening,Secondary education,137.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Technician/Professional,123.0,No,No,Yes,Yes,Female,No,20,No,0,6,13,4,10.8,0,0,6,15,4,12.0,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,138.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Machine Operator,127.2,Yes,No,No,Yes,Female,Yes,18,No,0,7,8,7,13.26,0,0,8,8,8,14.28625,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,128.0,Portuguese,Unknown,Basic Education 3rd Cycle,Technician/Professional,Student,141.0,Yes,No,No,No,Female,No,20,No,0,6,10,4,12.0,0,0,6,15,3,10.666666666666666,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,136.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,121.7,No,Yes,No,Yes,Female,Yes,20,No,0,6,9,6,11.875,0,0,6,7,6,14.428571428571429,0,16.2,0.3,-0.92,Graduate
Single,Change of course,1,Nursing,Daytime,Secondary education,127.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Administrative,Construction/Craft,121.1,No,No,No,Yes,Female,Yes,18,No,0,7,11,5,12.16,0,0,7,7,2,13.4,0,16.2,0.3,-0.92,Enrolled
Single,1st phase - special contingent (Madeira Island),1,Communication Design,Daytime,Secondary education,145.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Technician/Professional,Technician/Professional,146.1,Yes,No,No,Yes,Female,No,18,No,0,6,6,1,15.0,0,0,6,7,4,12.5,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,140.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,142.5,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.333333333333334,0,0,6,9,5,13.2,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,138.0,Portuguese,Higher Education - Bachelor's,Basic Education 3rd Cycle,Intellectual/Scientific,Unskilled,126.8,Yes,No,No,Yes,Female,No,18,No,0,5,12,2,11.5,0,0,5,12,3,11.8,2,10.8,1.4,1.74,Enrolled
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,150.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual/Scientific,Intellectual/Scientific,150.0,Yes,No,No,Yes,Female,No,22,No,2,6,7,6,14.428571428571429,0,1,6,9,5,13.0,0,13.9,-0.3,0.79,Graduate
Single,Technological specialization diploma holders,3,Veterinary Nursing,Daytime,Technological specialization course,150.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative,Executive/Director,150.0,Yes,No,No,Yes,Female,No,19,No,0,5,10,1,13.0,1,0,5,8,3,15.333333333333334,0,12.7,3.7,-1.7,Enrolled
Single,2nd phase - general contingent,1,Agronomy,Daytime,Secondary education,131.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Unskilled,Intellectual/Scientific,134.5,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,15.0,0,0,6,8,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,2,Oral Hygiene,Daytime,Secondary education,136.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Unskilled,129.5,Yes,No,No,Yes,Female,No,18,No,0,7,9,7,15.155555555555557,0,0,8,8,8,16.8,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,117.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Food/Wood/Clothing,Driver,113.2,Yes,No,Yes,Yes,Female,No,20,No,0,6,8,6,10.666666666666666,0,0,6,7,6,11.857142857142858,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,158.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Service/Security/Sales,Service/Security/Sales,140.2,Yes,No,No,Yes,Female,No,18,No,0,6,9,5,11.0,0,0,6,9,4,11.25,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,129.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Service/Security/Sales,Service/Security/Sales,119.2,Yes,No,No,Yes,Female,No,21,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,140.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative,Administrative,140.7,No,No,No,Yes,Female,No,19,No,0,6,7,6,12.285714285714286,0,0,6,7,6,12.0,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,141.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,142.3,Yes,No,No,Yes,Female,No,18,No,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,4,Journalism and Communication,Daytime,Secondary education,132.0,Italian,Other - 11th Year,Other - 11th Year,Other,Administrative,129.9,Yes,No,No,Yes,Female,No,18,Yes,0,6,6,6,12.666666666666666,0,0,6,8,5,14.4,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,133.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Agriculture/Fishery,Construction/Craft,134.8,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled
Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,109.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Administrative,Unskilled,104.1,Yes,No,Yes,No,Female,Yes,21,No,0,6,16,2,13.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,135.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Service/Security/Sales,Service/Security/Sales,122.4,No,No,Yes,Yes,Female,No,19,No,0,5,10,5,10.875,0,0,5,8,4,12.4,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,122.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Construction/Craft,120.6,Yes,No,No,Yes,Female,Yes,19,No,0,5,5,5,12.8,0,0,5,8,5,11.6,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,3,Social Service,Daytime,Secondary education,118.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative,Armed Forces,112.4,Yes,No,No,Yes,Female,No,19,No,0,6,10,5,11.285714285714286,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,174.0,Portuguese,Higher Education - Doctorate,Higher Education - Degree,Technician/Professional,Technician/Professional,157.9,No,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
Single,Change of course,1,Tourism,Daytime,Secondary education,142.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,125.9,No,No,No,Yes,Female,Yes,19,No,0,6,0,0,0.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,2,Nursing,Daytime,Secondary education,131.0,Portuguese,Basic Education 2nd Cycle,Secondary Education - 12th Year,Service/Security/Sales,Construction/Craft,118.4,Yes,No,No,Yes,Female,Yes,20,No,0,7,9,6,13.766666666666666,0,0,8,9,8,13.744444444444444,0,16.2,0.3,-0.92,Dropout
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,139.0,Portuguese,General Commerce Course,General Commerce Course,Executive/Director,Executive/Director,130.8,Yes,No,No,No,Female,No,18,No,0,8,9,6,12.758333333333333,1,0,8,9,6,12.758333333333333,1,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,170.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Machine Operator,Machine Operator,176.7,Yes,No,No,Yes,Female,Yes,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,182.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Service/Security/Sales,Construction/Craft,156.8,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,8,6,13.25,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,125.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Technician/Professional,Construction/Craft,126.8,No,No,No,Yes,Female,No,18,No,0,6,13,6,12.0,0,0,6,16,4,12.75,0,11.1,0.6,2.02,Enrolled
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,142.0,Portuguese,Secondary Education - 12th Year,Basic Education 1st Cycle,Service/Security/Sales,Construction/Craft,128.0,No,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.25,0,0,6,8,6,12.0,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,2,Management,Daytime,Secondary education,119.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Administrative,Service/Security/Sales,113.8,Yes,No,No,Yes,Female,No,20,No,0,5,8,3,11.333333333333334,0,0,5,8,5,12.2,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,5,Nursing,Daytime,Secondary education,128.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Service/Security/Sales,120.8,Yes,No,No,Yes,Female,Yes,19,No,0,7,9,7,13.507142857142856,0,0,8,12,8,13.05,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,150.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Executive/Director,Executive/Director,130.8,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,12.7,3.7,-1.7,Graduate
Single,Over 23 years old,1,Tourism,Daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Administrative,Executive/Director,101.0,No,No,Yes,Yes,Female,No,25,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase - general contingent,5,Communication Design,Daytime,Secondary education,131.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,126.1,Yes,No,No,No,Female,No,18,No,0,6,9,4,11.5,1,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,5,Journalism and Communication,Daytime,Secondary education,118.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Unskilled,Unskilled,113.8,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,12.333333333333334,0,0,6,7,6,12.5,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,2,Oral Hygiene,Daytime,Secondary education,122.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Administrative,Machine Operator,118.3,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,11.971428571428572,0,0,8,8,8,14.4375,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,116.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Service/Security/Sales,Machine Operator,127.9,No,No,Yes,No,Female,Yes,20,No,0,5,12,2,13.0,1,0,5,13,2,11.5,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase - general contingent,5,Nursing,Daytime,Secondary education,137.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Service/Security/Sales,Administrative,131.1,Yes,No,No,Yes,Female,No,18,No,0,7,9,7,12.385714285714286,0,0,8,9,7,12.728571428571428,0,13.9,-0.3,0.79,Enrolled
Single,2nd phase - general contingent,4,Veterinary Nursing,Daytime,Secondary education,128.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Administrative,Unskilled,117.9,Yes,No,No,Yes,Female,No,20,No,0,5,12,2,13.5,0,0,5,12,5,11.285714285714286,1,10.8,1.4,1.74,Graduate
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,123.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Unskilled,115.7,Yes,No,No,Yes,Female,No,21,No,0,6,8,6,12.166666666666666,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,133.1,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Technician/Professional,141.0,Yes,No,No,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Other - 11th year,110.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Construction/Craft,Unskilled,120.0,No,No,No,Yes,Female,No,42,No,0,6,6,6,11.666666666666666,0,0,6,6,6,13.666666666666666,0,10.8,1.4,1.74,Graduate
Single,2nd phase - general contingent,1,Equinculture,Daytime,Secondary education,143.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual/Scientific,Intellectual/Scientific,131.8,Yes,No,Yes,No,Female,No,18,No,0,6,9,5,12.4,0,0,6,12,5,14.166666666666666,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,150.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Agriculture/Fishery,131.1,No,No,No,Yes,Female,Yes,19,No,0,6,7,5,13.4,0,0,6,6,6,12.833333333333334,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,6,Tourism,Daytime,Secondary education,129.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Unskilled,Service/Security/Sales,117.8,Yes,No,No,Yes,Female,No,18,No,0,6,11,6,12.0,0,0,6,11,4,12.5,0,8.9,1.4,3.51,Graduate
Single,Ordinance No. 854-B/99,1,Veterinary Nursing,Daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Administrative,Service/Security/Sales,140.0,Yes,No,No,Yes,Female,No,21,No,0,5,6,5,14.2,0,0,5,5,5,14.8,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Service/Security/Sales,Service/Security/Sales,108.0,No,No,No,Yes,Female,Yes,20,No,0,6,8,6,12.125,0,0,6,7,6,14.428571428571429,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,132.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Technician/Professional,Technician/Professional,122.9,Yes,No,No,Yes,Female,No,20,No,0,7,7,7,13.857142857142858,0,0,7,7,7,13.285714285714286,0,11.1,0.6,2.02,Graduate
